year,quarter,quarter_qf,hb,hb_name,hbqf,location,location_name,location_qf,specialty,specialty_qf,specialty_name,specialty_name_qf,all_staffed_beddays,all_staffed_beddays_qf,total_occupied_beddays,total_occupied_beddays_qf,average_available_staffed_beds,average_available_staffed_beds_qf,average_occupied_beds,average_occupied_beds_qf,percentage_occupancy,percentage_occupancy_qf,yq
2021,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - long stay unit,NA,3870,NA,3765,NA,42.06521739,NA,40.92391304,NA,97.28682171,NA,2021Q3
2021,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - long stay unit,NA,3864,NA,3604,NA,42,NA,39.17391304,NA,93.27122153,NA,2021Q4
2022,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - long stay unit,NA,3774,NA,3543,NA,41.93333333,NA,39.36666667,NA,93.87917329,NA,2022Q1
2022,2,p,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - long stay unit,NA,3822,NA,3680,NA,42,NA,40.43956044,NA,96.28466771,NA,2022Q2
2017,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5756,NA,5688,NA,63.25274725,NA,62.50549451,NA,98.81862404,NA,2017Q2
2017,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5407,NA,5355,NA,59.41758242,NA,58.84615385,NA,99.03828371,NA,2017Q2
2017,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5644,NA,5022,NA,61.34782609,NA,54.58695652,NA,88.9794472,NA,2017Q3
2017,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5454,NA,5197,NA,59.2826087,NA,56.48913043,NA,95.28786212,NA,2017Q3
2017,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5841,NA,4955,NA,63.48913043,NA,53.85869565,NA,84.83136449,NA,2017Q4
2017,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5293,NA,5213,NA,57.5326087,NA,56.66304348,NA,98.48856981,NA,2017Q4
2018,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5876,NA,5770,NA,65.28888889,NA,64.11111111,NA,98.19605174,NA,2018Q1
2018,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5347,NA,5273,NA,59.41111111,NA,58.58888889,NA,98.61604638,NA,2018Q1
2018,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5646,NA,5478,NA,62.04395604,NA,60.1978022,NA,97.02444208,NA,2018Q2
2018,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5399,NA,5132,NA,59.32967033,NA,56.3956044,NA,95.05463975,NA,2018Q2
2018,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5921,NA,5738,NA,64.35869565,NA,62.36956522,NA,96.90930586,NA,2018Q3
2018,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5497,NA,5446,NA,59.75,NA,59.19565217,NA,99.07222121,NA,2018Q3
2018,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,6485,NA,6082,NA,70.48913043,NA,66.10869565,NA,93.78565921,NA,2018Q4
2018,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5494,NA,5441,NA,59.7173913,NA,59.14130435,NA,99.03531125,NA,2018Q4
2019,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,6625,NA,6356,NA,73.61111111,NA,70.62222222,NA,95.93962264,NA,2019Q1
2019,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5380,NA,5322,NA,59.77777778,NA,59.13333333,NA,98.92193309,NA,2019Q1
2019,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,6055,NA,5907,NA,66.53846154,NA,64.91208791,NA,97.55573906,NA,2019Q2
2019,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5363,NA,5271,NA,58.93406593,NA,57.92307692,NA,98.28454223,NA,2019Q2
2019,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5965,NA,5883,NA,64.83695652,NA,63.94565217,NA,98.62531433,NA,2019Q3
2019,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5217,NA,5158,NA,56.70652174,NA,56.06521739,NA,98.86908185,NA,2019Q3
2019,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,6234,NA,6132,NA,67.76086957,NA,66.65217391,NA,98.36381136,NA,2019Q4
2019,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,4984,NA,4924,NA,54.17391304,NA,53.52173913,NA,98.79614767,NA,2019Q4
2020,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,6336,NA,5994,NA,69.62637363,NA,65.86813187,NA,94.60227273,NA,2020Q1
2020,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5183,NA,5057,NA,56.95604396,NA,55.57142857,NA,97.5689755,NA,2020Q1
2020,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,3676,NA,3232,NA,40.3956044,NA,35.51648352,NA,87.92165397,NA,2020Q2
2020,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,6183,NA,3950,NA,67.94505495,NA,43.40659341,NA,63.88484554,NA,2020Q2
2020,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5311,NA,5178,NA,57.72826087,NA,56.2826087,NA,97.49576351,NA,2020Q3
2020,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5793,NA,4115,NA,62.9673913,NA,44.72826087,NA,71.03400656,NA,2020Q3
2020,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5654,NA,5519,NA,61.45652174,NA,59.98913043,NA,97.61230987,NA,2020Q4
2020,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5824,NA,4946,NA,63.30434783,NA,53.76086957,NA,84.92445055,NA,2020Q4
2021,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5559,NA,5453,NA,61.76666667,NA,60.58888889,NA,98.09318223,NA,2021Q1
2021,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5719,NA,5261,NA,63.54444444,NA,58.45555556,NA,91.99160692,NA,2021Q1
2021,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5619,NA,5497,NA,61.74725275,NA,60.40659341,NA,97.82879516,NA,2021Q2
2021,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5914,NA,4460,NA,64.98901099,NA,49.01098901,NA,75.41427122,NA,2021Q2
2021,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5033,NA,4888,NA,54.70652174,NA,53.13043478,NA,97.1190145,NA,2021Q3
2021,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,7040,NA,5161,NA,76.52173913,NA,56.09782609,NA,73.30965909,NA,2021Q3
2021,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,6044,NA,5862,NA,65.69565217,NA,63.7173913,NA,96.98874917,NA,2021Q4
2021,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,7298,NA,5770,NA,79.32608696,NA,62.7173913,NA,79.06275692,NA,2021Q4
2022,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,5742,NA,5594,NA,63.8,NA,62.15555556,NA,97.42250087,NA,2022Q1
2022,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,7022,NA,6333,NA,78.02222222,NA,70.36666667,NA,90.18798063,NA,2022Q1
2022,2,p,S08000029,Fife,NA,F704H,Victoria Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,6062,NA,5953,NA,66.61538462,NA,65.41758242,NA,98.20191356,NA,2022Q2
2022,2,p,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,NA,z,Geriatric Medicine - units other than long stay,NA,7405,NA,6555,NA,81.37362637,NA,72.03296703,NA,88.52126941,NA,2022Q2
2017,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,1,NA,1,NA,0.010989011,NA,0.010989011,NA,100,NA,2017Q2
2017,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,14,NA,14,NA,0.152173913,NA,0.152173913,NA,100,NA,2017Q4
2018,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,1,NA,1,NA,0.011111111,NA,0.011111111,NA,100,NA,2018Q1
2018,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,7,NA,7,NA,0.076923077,NA,0.076923077,NA,100,NA,2018Q2
2018,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,2,NA,2,NA,0.02173913,NA,0.02173913,NA,100,NA,2018Q3
2018,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,2,NA,2,NA,0.02173913,NA,0.02173913,NA,100,NA,2018Q4
2019,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,4,NA,4,NA,0.044444444,NA,0.044444444,NA,100,NA,2019Q1
2019,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,33,NA,33,NA,0.362637363,NA,0.362637363,NA,100,NA,2019Q2
2019,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,14,NA,14,NA,0.152173913,NA,0.152173913,NA,100,NA,2019Q3
2019,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,59,NA,59,NA,0.641304348,NA,0.641304348,NA,100,NA,2019Q4
2020,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,73,NA,73,NA,0.802197802,NA,0.802197802,NA,100,NA,2020Q1
2021,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,3,NA,3,NA,0.032608696,NA,0.032608696,NA,100,NA,2021Q4
2022,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,9,NA,9,NA,0.1,NA,0.1,NA,100,NA,2022Q1
2022,2,p,S08000029,Fife,NA,F704H,Victoria Hospital,NA,E12,NA,GP Other than Obstetrics,NA,1,NA,1,NA,0.010989011,NA,0.010989011,NA,100,NA,2022Q2
2017,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,818,NA,691,NA,8.989010989,NA,7.593406593,NA,84.47432763,NA,2017Q2
2017,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,13,NA,13,NA,0.142857143,NA,0.142857143,NA,100,NA,2017Q2
2017,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,992,NA,705,NA,10.7826087,NA,7.663043478,NA,71.06854839,NA,2017Q3
2017,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,19,NA,19,NA,0.206521739,NA,0.206521739,NA,100,NA,2017Q3
2017,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,1012,NA,713,NA,11,NA,7.75,NA,70.45454545,NA,2017Q4
2017,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,18,NA,18,NA,0.195652174,NA,0.195652174,NA,100,NA,2017Q4
2018,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,881,NA,686,NA,9.788888889,NA,7.622222222,NA,77.86606129,NA,2018Q1
2018,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,34,NA,34,NA,0.377777778,NA,0.377777778,NA,100,NA,2018Q1
2018,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,900,NA,575,NA,9.89010989,NA,6.318681319,NA,63.88888889,NA,2018Q2
2018,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,22,NA,22,NA,0.241758242,NA,0.241758242,NA,100,NA,2018Q2
2018,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,943,NA,716,NA,10.25,NA,7.782608696,NA,75.92788971,NA,2018Q3
2018,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,21,NA,21,NA,0.22826087,NA,0.22826087,NA,100,NA,2018Q3
2018,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,1040,NA,632,NA,11.30434783,NA,6.869565217,NA,60.76923077,NA,2018Q4
2018,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,26,NA,26,NA,0.282608696,NA,0.282608696,NA,100,NA,2018Q4
2019,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,1043,NA,640,NA,11.58888889,NA,7.111111111,NA,61.36145733,NA,2019Q1
2019,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,151,NA,151,NA,1.677777778,NA,1.677777778,NA,100,NA,2019Q1
2019,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,1004,NA,552,NA,11.03296703,NA,6.065934066,NA,54.98007968,NA,2019Q2
2019,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,26,NA,26,NA,0.285714286,NA,0.285714286,NA,100,NA,2019Q2
2019,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,1004,NA,595,NA,10.91304348,NA,6.467391304,NA,59.26294821,NA,2019Q3
2019,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,27,NA,27,NA,0.293478261,NA,0.293478261,NA,100,NA,2019Q3
2019,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,951,NA,507,NA,10.33695652,NA,5.510869565,NA,53.31230284,NA,2019Q4
2019,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,33,NA,33,NA,0.358695652,NA,0.358695652,NA,100,NA,2019Q4
2020,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,811,NA,407,NA,8.912087912,NA,4.472527473,NA,50.18495684,NA,2020Q1
2020,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,19,NA,19,NA,0.208791209,NA,0.208791209,NA,100,NA,2020Q1
2020,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,1529,NA,233,NA,16.8021978,NA,2.56043956,NA,15.23871812,NA,2020Q2
2020,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,969,NA,382,NA,10.5326087,NA,4.152173913,NA,39.42208462,NA,2020Q3
2020,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,10,NA,10,NA,0.108695652,NA,0.108695652,NA,100,NA,2020Q3
2020,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,333,NA,333,NA,3.619565217,NA,3.619565217,NA,100,NA,2020Q4
2020,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,15,NA,15,NA,0.163043478,NA,0.163043478,NA,100,NA,2020Q4
2021,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,321,NA,228,NA,3.566666667,NA,2.533333333,NA,71.02803738,NA,2021Q1
2021,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,3,NA,3,NA,0.033333333,NA,0.033333333,NA,100,NA,2021Q1
2021,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,590,NA,426,NA,6.483516484,NA,4.681318681,NA,72.20338983,NA,2021Q2
2021,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,7,NA,7,NA,0.076923077,NA,0.076923077,NA,100,NA,2021Q2
2021,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,604,NA,455,NA,6.565217391,NA,4.945652174,NA,75.33112583,NA,2021Q3
2021,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,11,NA,11,NA,0.119565217,NA,0.119565217,NA,100,NA,2021Q3
2021,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,564,NA,383,NA,6.130434783,NA,4.163043478,NA,67.90780142,NA,2021Q4
2021,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,7,NA,7,NA,0.076086957,NA,0.076086957,NA,100,NA,2021Q4
2022,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,566,NA,392,NA,6.288888889,NA,4.355555556,NA,69.25795053,NA,2022Q1
2022,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,9,NA,9,NA,0.1,NA,0.1,NA,100,NA,2022Q1
2022,2,p,S08000029,Fife,NA,F704H,Victoria Hospital,NA,F2,NA,Gynaecology,NA,554,NA,416,NA,6.087912088,NA,4.571428571,NA,75.09025271,NA,2022Q2
2022,2,p,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,F2,NA,Gynaecology,NA,9,NA,9,NA,0.098901099,NA,0.098901099,NA,100,NA,2022Q2
2017,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1412,NA,826,NA,15.51648352,NA,9.076923077,NA,58.49858357,NA,2017Q2
2017,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,310,NA,0,NA,3.406593407,NA,0,NA,0,NA,2017Q2
2017,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1080,NA,966,NA,11.73913043,NA,10.5,NA,89.44444444,NA,2017Q3
2017,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,891,NA,718,NA,9.684782609,NA,7.804347826,NA,80.58361392,NA,2017Q4
2018,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,881,NA,767,NA,9.788888889,NA,8.522222222,NA,87.06015891,NA,2018Q1
2018,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,986,NA,775,NA,10.83516484,NA,8.516483516,NA,78.60040568,NA,2018Q2
2018,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1064,NA,1004,NA,11.56521739,NA,10.91304348,NA,94.36090226,NA,2018Q3
2018,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1094,NA,1047,NA,11.89130435,NA,11.38043478,NA,95.70383912,NA,2018Q4
2018,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,3,NA,3,NA,0.032608696,NA,0.032608696,NA,100,NA,2018Q4
2019,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1012,NA,964,NA,11.24444444,NA,10.71111111,NA,95.256917,NA,2019Q1
2019,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,930,NA,852,NA,10.21978022,NA,9.362637363,NA,91.61290323,NA,2019Q2
2019,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,917,NA,829,NA,9.967391304,NA,9.010869565,NA,90.40348964,NA,2019Q3
2019,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1191,NA,1125,NA,12.94565217,NA,12.22826087,NA,94.45843829,NA,2019Q4
2019,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,1,NA,1,NA,0.010869565,NA,0.010869565,NA,100,NA,2019Q4
2020,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1172,NA,904,NA,12.87912088,NA,9.934065934,NA,77.1331058,NA,2020Q1
2020,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1217,NA,774,NA,13.37362637,NA,8.505494505,NA,63.59901397,NA,2020Q2
2020,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,360,NA,0,NA,3.956043956,NA,0,NA,0,NA,2020Q2
2020,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1351,NA,990,NA,14.68478261,NA,10.76086957,NA,73.27905255,NA,2020Q3
2020,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,368,NA,0,NA,4,NA,0,NA,0,NA,2020Q3
2020,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1446,NA,1075,NA,15.7173913,NA,11.68478261,NA,74.34301521,NA,2020Q4
2020,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,368,NA,0,NA,4,NA,0,NA,0,NA,2020Q4
2021,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1387,NA,1020,NA,15.41111111,NA,11.33333333,NA,73.54001442,NA,2021Q1
2021,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,360,NA,0,NA,4,NA,0,NA,0,NA,2021Q1
2021,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1389,NA,1051,NA,15.26373626,NA,11.54945055,NA,75.66594672,NA,2021Q2
2021,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,364,NA,0,NA,4,NA,0,NA,0,NA,2021Q2
2021,3,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1314,NA,1042,NA,14.2826087,NA,11.32608696,NA,79.29984779,NA,2021Q3
2021,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,368,NA,0,NA,4,NA,0,NA,0,NA,2021Q3
2021,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1157,NA,785,NA,12.57608696,NA,8.532608696,NA,67.84788245,NA,2021Q4
2021,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,368,NA,0,NA,4,NA,0,NA,0,NA,2021Q4
2022,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1130,NA,871,NA,12.55555556,NA,9.677777778,NA,77.07964602,NA,2022Q1
2022,1,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,360,NA,0,NA,4,NA,0,NA,0,NA,2022Q1
2022,2,p,S08000029,Fife,NA,F704H,Victoria Hospital,NA,J4,NA,Haematology,NA,1262,NA,1125,NA,13.86813187,NA,12.36263736,NA,89.14421553,NA,2022Q2
2022,2,p,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,J4,NA,Haematology,NA,364,NA,0,NA,4,NA,0,NA,0,NA,2022Q2
2017,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,A6,NA,Infectious Diseases,NA,28,NA,28,NA,0.307692308,NA,0.307692308,NA,100,NA,2017Q2
2020,1,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,A6,NA,Infectious Diseases,NA,1,NA,1,NA,0.010989011,NA,0.010989011,NA,100,NA,2020Q1
2020,4,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,A6,NA,Infectious Diseases,NA,3,NA,3,NA,0.032608696,NA,0.032608696,NA,100,NA,2020Q4
2021,2,NA,S08000029,Fife,NA,F704H,Victoria Hospital,NA,A6,NA,Infectious Diseases,NA,1,NA,1,NA,0.010989011,NA,0.010989011,NA,100,NA,2021Q2
2018,2,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,G5,NA,Learning Disability,NA,14,NA,14,NA,0.153846154,NA,0.153846154,NA,100,NA,2018Q2
2018,3,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,G5,NA,Learning Disability,NA,10,NA,10,NA,0.108695652,NA,0.108695652,NA,100,NA,2018Q3
2018,4,NA,S08000029,Fife,NA,F805H,Queen Margaret Hospital,NA,G5,NA,Learning Disability,NA,7,NA,7,NA,0.076086957,NA,0.076086957,NA,100,NA,2018Q4
