year,month,hbt,hb_name,treatment_location,location_name,department_type,number_of_attendances_aggregate,number_of_attendances_episode,number_of_attendances_episode_qf,number_meeting_target_aggregate,number_meeting_target_episode,number_meeting_target_episode_qf,discharge_destination_admission_to_same,discharge_destination_admission_to_same_qf,discharge_destination_other_specialty,discharge_destination_other_specialty_qf,discharge_destination_residence,discharge_destination_residence_qf,discharge_destination_transfer,discharge_destination_transfer_qf,discharge_destination_unknown,discharge_destination_unknown_qf,attendance_greater8hrs,attendance_greater8hrs_qf,attendance_greater12hrs,attendance_greater12hrs_qf,is_covid_year
2017,05,S08000022,Highland,H227B,NA,Minor Injury Unit or Other,148,NA,z,148,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,05,S08000022,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,109,NA,z,106,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,05,S08000032,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,6165,6165,NA,5895,5895,NA,1938,NA,4,NA,4056,NA,117,NA,50,NA,24,NA,1,NA,FALSE
2017,05,S08000032,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,57,NA,z,57,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,05,S08000032,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,115,NA,z,115,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,05,S08000032,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,5876,5876,NA,5307,5307,NA,1622,NA,6,NA,4150,NA,79,NA,19,NA,88,NA,26,NA,FALSE
2017,05,S08000032,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,6510,6510,NA,5920,5920,NA,1742,NA,8,NA,4582,NA,58,NA,120,NA,33,NA,1,NA,FALSE
2017,05,S08000024,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,166,NA,z,166,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,05,S08000024,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,4208,4208,NA,3856,3856,NA,1146,NA,0,NA,3043,NA,19,NA,0,NA,74,NA,33,NA,FALSE
2017,05,S08000024,Lothian,S308H,St John's Hospital,Emergency Department,4872,4872,NA,4752,4752,NA,990,NA,5,NA,3798,NA,79,NA,0,NA,5,NA,0,NA,FALSE
2017,05,S08000024,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,10455,10455,NA,9848,9848,NA,2859,NA,20,NA,7429,NA,147,NA,0,NA,83,NA,5,NA,FALSE
2017,05,S08000024,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,4424,4424,NA,4327,4327,NA,529,NA,2,NA,3800,NA,93,NA,0,NA,4,NA,0,NA,FALSE
2017,05,S08000025,Orkney,R103H,The Balfour,Emergency Department,563,563,NA,543,543,NA,139,NA,0,NA,418,NA,2,NA,4,NA,3,NA,0,NA,FALSE
2017,05,S08000026,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,680,680,NA,656,656,NA,176,NA,3,NA,488,NA,5,NA,8,NA,1,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T101H,Ninewells Hospital,Emergency Department,4393,4393,NA,4254,4254,NA,1370,NA,7,NA,2783,NA,224,NA,9,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2344,2344,NA,2259,2259,NA,431,NA,5,NA,1532,NA,376,NA,0,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,34,34,NA,34,34,NA,1,NA,0,NA,27,NA,6,NA,0,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,320,320,NA,320,320,NA,0,NA,0,NA,300,NA,16,NA,4,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1421,1421,NA,1421,1421,NA,0,NA,1,NA,1315,NA,100,NA,5,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,190,190,NA,190,190,NA,0,NA,0,NA,182,NA,8,NA,0,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,107,107,NA,107,107,NA,0,NA,0,NA,97,NA,9,NA,1,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,590,590,NA,590,590,NA,0,NA,0,NA,561,NA,29,NA,0,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,206,206,NA,206,206,NA,0,NA,0,NA,194,NA,12,NA,0,NA,0,NA,0,NA,FALSE
2017,05,S08000030,Tayside,T357C,NA,Minor Injury Unit or Other,464,464,NA,464,464,NA,0,NA,0,NA,438,NA,21,NA,5,NA,0,NA,0,NA,FALSE
2017,05,S08000028,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,85,NA,z,85,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,05,S08000028,Western Isles,W107H,Western Isles Hospital,Emergency Department,584,584,NA,579,579,NA,130,NA,1,NA,430,NA,11,NA,12,NA,0,NA,0,NA,FALSE
2017,05,S08000028,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,174,174,NA,173,173,NA,18,NA,0,NA,154,NA,1,NA,1,NA,0,NA,0,NA,FALSE
2017,06,S08000015,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,233,NA,z,217,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000015,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,101,NA,z,100,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000015,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5740,5740,NA,5555,5555,NA,1921,NA,5,NA,3487,NA,47,NA,280,NA,29,NA,8,NA,FALSE
2017,06,S08000015,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3702,3702,NA,3591,3591,NA,1158,NA,1,NA,2347,NA,88,NA,108,NA,14,NA,0,NA,FALSE
2017,06,S08000015,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,78,NA,z,78,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000016,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,15,NA,z,15,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000016,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,97,NA,z,97,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000016,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,16,NA,z,16,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000016,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,60,NA,z,60,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000016,Borders,B120H,Borders General Hospital,Emergency Department,2555,2555,NA,2478,2478,NA,787,NA,2,NA,1577,NA,181,NA,8,NA,2,NA,0,NA,FALSE
2017,06,S08000017,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,23,NA,z,23,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000017,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,33,NA,z,33,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000017,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,2,NA,z,2,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000017,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,9,9,NA,9,9,NA,0,NA,0,NA,9,NA,0,NA,0,NA,0,NA,0,NA,FALSE
2017,06,S08000017,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,1031,1031,NA,983,983,NA,68,NA,2,NA,858,NA,78,NA,25,NA,0,NA,0,NA,FALSE
2017,06,S08000017,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,3145,3145,NA,3008,3008,NA,1134,NA,3,NA,1905,NA,52,NA,51,NA,1,NA,0,NA,FALSE
2017,06,S08000029,Fife,F704H,Victoria Hospital,Emergency Department,5350,5350,NA,5056,5056,NA,1523,NA,5,NA,3666,NA,82,NA,74,NA,12,NA,1,NA,FALSE
2017,06,S08000029,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,178,178,NA,178,178,NA,0,NA,0,NA,169,NA,5,NA,4,NA,0,NA,0,NA,FALSE
2017,06,S08000029,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,251,NA,z,251,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000029,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,1992,1992,NA,1989,1989,NA,24,NA,0,NA,1787,NA,150,NA,31,NA,0,NA,0,NA,FALSE
2017,06,S08000019,Forth Valley,V201H,Stirling Community Hospital,Minor Injury Unit or Other,1506,1506,NA,1504,1504,NA,2,NA,0,NA,1014,NA,92,NA,398,NA,0,NA,0,NA,FALSE
2017,06,S08000019,Forth Valley,V217H,Forth Valley Royal Hospital,Emergency Department,5571,5571,NA,5193,5193,NA,1486,NA,9,NA,3257,NA,57,NA,762,NA,2,NA,0,NA,FALSE
2017,06,S08000020,Grampian,N101H,Aberdeen Royal Infirmary,Emergency Department,4780,4780,NA,4539,4539,NA,1199,NA,8,NA,3139,NA,21,NA,413,NA,4,NA,0,NA,FALSE
2017,06,S08000020,Grampian,N121H,Royal Aberdeen Children's Hospital,Emergency Department,1432,1432,NA,1405,1405,NA,119,NA,0,NA,1260,NA,0,NA,53,NA,0,NA,0,NA,FALSE
2017,06,S08000020,Grampian,N151H,Aboyne Hospital,Minor Injury Unit or Other,118,NA,z,118,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N331H,Inverurie Hospital,Minor Injury Unit or Other,14,NA,z,14,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N332H,Insch & District War Memorial Hosp.,Minor Injury Unit or Other,37,NA,z,37,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N333H,Peterhead Community Hospital,Minor Injury Unit or Other,1304,NA,z,1302,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N334H,Fraserburgh Hospital,Minor Injury Unit or Other,711,NA,z,707,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N335H,Jubilee Hospital,Minor Injury Unit or Other,291,NA,z,290,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N336H,Turriff Cottage Hospital,Minor Injury Unit or Other,194,NA,z,194,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N337H,Chalmers Hospital,Minor Injury Unit or Other,281,NA,z,273,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N411H,Dr Gray's Hospital,Emergency Department,2157,2157,NA,2105,2105,NA,431,NA,0,NA,1667,NA,14,NA,45,NA,4,NA,0,NA,FALSE
2017,06,S08000020,Grampian,N431H,Seafield Hospital,Minor Injury Unit or Other,51,NA,z,51,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N432H,Stephen Cottage Hospital,Minor Injury Unit or Other,19,NA,z,19,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N433H,Turner Memorial Hospital,Minor Injury Unit or Other,89,NA,z,89,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N451H,Fleming Cottage Hospital,Minor Injury Unit or Other,15,NA,z,15,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N494H,Kincardine Community Hospital,Minor Injury Unit or Other,92,NA,z,92,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000020,Grampian,N683C,NA,Minor Injury Unit or Other,44,NA,z,44,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000031,Greater Glasgow and Clyde,C206H,Vale of Leven General Hospital,Minor Injury Unit or Other,1484,1484,NA,1458,1458,NA,212,NA,0,NA,1168,NA,86,NA,18,NA,0,NA,0,NA,FALSE
2017,06,S08000031,Greater Glasgow and Clyde,C313H,Inverclyde Royal Hospital,Emergency Department,2691,2691,NA,2529,2529,NA,632,NA,3,NA,1861,NA,32,NA,163,NA,7,NA,0,NA,FALSE
2017,06,S08000031,Greater Glasgow and Clyde,C418H,Royal Alexandra Hospital,Emergency Department,5350,5350,NA,4908,4908,NA,1371,NA,7,NA,3741,NA,118,NA,113,NA,27,NA,0,NA,FALSE
2017,06,S08000031,Greater Glasgow and Clyde,G107H,Glasgow Royal Infirmary,Emergency Department,7709,7709,NA,6710,6710,NA,2234,NA,10,NA,4879,NA,162,NA,424,NA,27,NA,0,NA,FALSE
2017,06,S08000031,Greater Glasgow and Clyde,G207H,Stobhill Hospital,Minor Injury Unit or Other,1716,1716,NA,1716,1716,NA,0,NA,0,NA,1580,NA,109,NA,27,NA,0,NA,0,NA,FALSE
2017,06,S08000031,Greater Glasgow and Clyde,G306H,New Victoria Hospital,Minor Injury Unit or Other,2928,2928,NA,2928,2928,NA,0,NA,0,NA,2626,NA,276,NA,26,NA,0,NA,0,NA,FALSE
2017,06,S08000031,Greater Glasgow and Clyde,G405H,Queen Elizabeth University Hospital,Emergency Department,8283,8283,NA,7516,7516,NA,2508,NA,20,NA,5438,NA,92,NA,225,NA,18,NA,0,NA,FALSE
2017,06,S08000031,Greater Glasgow and Clyde,G513H,Royal Hospital for Children,Emergency Department,4765,4765,NA,4745,4745,NA,801,NA,1,NA,3954,NA,4,NA,5,NA,0,NA,0,NA,FALSE
2017,06,S08000022,Highland,C106H,Cowal Community Hospital,Minor Injury Unit or Other,669,NA,z,669,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,C108H,Islay Hospital,Minor Injury Unit or Other,102,NA,z,102,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,C113H,Victoria Hospital,Minor Injury Unit or Other,422,NA,z,415,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,C121H,Lorn & Islands Hospital,Emergency Department,726,726,NA,708,708,NA,175,NA,1,NA,539,NA,11,NA,0,NA,0,NA,0,NA,FALSE
2017,06,S08000022,Highland,C122H,Campbeltown Hospital,Minor Injury Unit or Other,500,NA,z,498,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H101H,Dunbar Hospital,Minor Injury Unit or Other,217,NA,z,217,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H103H,Caithness General Hospital,Emergency Department,621,621,NA,609,609,NA,169,NA,2,NA,446,NA,4,NA,0,NA,0,NA,0,NA,FALSE
2017,06,S08000022,Highland,H106H,Lawson Memorial Hospital,Minor Injury Unit or Other,51,NA,z,51,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H202H,Raigmore Hospital,Emergency Department,3038,3038,NA,2868,2868,NA,721,NA,6,NA,2296,NA,15,NA,0,NA,3,NA,0,NA,FALSE
2017,06,S08000022,Highland,H208H,Nairn Town and County Hospital,Minor Injury Unit or Other,434,NA,z,434,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H210H,Ian Charles Community Hospital,Minor Injury Unit or Other,94,NA,z,94,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H212H,Belford Hospital,Emergency Department,904,904,NA,871,871,NA,154,NA,3,NA,741,NA,6,NA,0,NA,1,NA,0,NA,FALSE
2017,06,S08000022,Highland,H214H,Mackinnon Memorial Hospital,Minor Injury Unit or Other,432,NA,z,432,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H215H,Portree Hospital,Minor Injury Unit or Other,265,NA,z,265,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H217H,Ross Memorial Hospital,Minor Injury Unit or Other,40,NA,z,40,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H219H,County Community Hospital Invergordon,Minor Injury Unit or Other,175,NA,z,175,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H224H,Mid-Argyll Community Hospital and Integrated Care Centre,Minor Injury Unit or Other,379,NA,z,376,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H227B,NA,Minor Injury Unit or Other,150,NA,z,150,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000022,Highland,H227H,Mull and Iona Community Hospital,Minor Injury Unit or Other,150,NA,z,150,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000032,Lanarkshire,L106H,University Hospital Monklands,Emergency Department,5805,5805,NA,5624,5624,NA,1784,NA,6,NA,3854,NA,116,NA,45,NA,6,NA,0,NA,FALSE
2017,06,S08000032,Lanarkshire,L206H,Kello Hospital,Minor Injury Unit or Other,92,NA,z,92,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000032,Lanarkshire,L207H,Lady Home Cottage Hospital,Minor Injury Unit or Other,109,NA,z,109,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000032,Lanarkshire,L302H,University Hospital Hairmyres,Emergency Department,5250,5250,NA,4834,4834,NA,1516,NA,8,NA,3635,NA,66,NA,25,NA,59,NA,28,NA,FALSE
2017,06,S08000032,Lanarkshire,L308H,University Hospital Wishaw,Emergency Department,5997,5997,NA,5641,5641,NA,1690,NA,8,NA,4163,NA,48,NA,88,NA,16,NA,0,NA,FALSE
2017,06,S08000024,Lothian,S108H,Edington Cottage Hospital,Minor Injury Unit or Other,201,NA,z,201,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000024,Lothian,S116H,Western General Hospital,Minor Injury Unit or Other,3944,3944,NA,3577,3577,NA,1143,NA,0,NA,2763,NA,38,NA,0,NA,80,NA,31,NA,FALSE
2017,06,S08000024,Lothian,S308H,St John's Hospital,Emergency Department,4584,4584,NA,4440,4440,NA,960,NA,1,NA,3535,NA,88,NA,0,NA,4,NA,0,NA,FALSE
2017,06,S08000024,Lothian,S314H,Royal Infirmary of Edinburgh at Little France,Emergency Department,9872,9872,NA,9485,9485,NA,2824,NA,14,NA,6927,NA,107,NA,0,NA,50,NA,4,NA,FALSE
2017,06,S08000024,Lothian,S319H,Royal Hospital for Children and Young People,Emergency Department,4101,4101,NA,4028,4028,NA,466,NA,0,NA,3468,NA,167,NA,0,NA,3,NA,0,NA,FALSE
2017,06,S08000025,Orkney,R103H,The Balfour,Emergency Department,516,516,NA,511,511,NA,117,NA,2,NA,394,NA,1,NA,2,NA,0,NA,0,NA,FALSE
2017,06,S08000026,Shetland,Z102H,Gilbert Bain Hospital,Emergency Department,665,665,NA,652,652,NA,137,NA,1,NA,520,NA,1,NA,6,NA,1,NA,1,NA,FALSE
2017,06,S08000030,Tayside,T101H,Ninewells Hospital,Emergency Department,4080,4080,NA,4040,4040,NA,1224,NA,6,NA,2592,NA,258,NA,0,NA,0,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T202H,Perth Royal Infirmary,Emergency Department,2098,2098,NA,2020,2020,NA,362,NA,1,NA,1442,NA,279,NA,14,NA,1,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T205H,St Margaret's Hospital,Minor Injury Unit or Other,44,44,NA,44,44,NA,0,NA,0,NA,38,NA,4,NA,2,NA,0,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T209H,Blairgowrie & Rattray Cottage Hospital,Minor Injury Unit or Other,287,287,NA,287,287,NA,0,NA,0,NA,262,NA,23,NA,2,NA,0,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T304H,Arbroath Infirmary,Minor Injury Unit or Other,1308,1308,NA,1308,1308,NA,0,NA,0,NA,1189,NA,114,NA,5,NA,0,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T305H,Brechin Infirmary,Minor Injury Unit or Other,172,172,NA,172,172,NA,0,NA,0,NA,163,NA,8,NA,1,NA,0,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T316H,Crieff Community Hospital,Minor Injury Unit or Other,101,101,NA,101,101,NA,0,NA,0,NA,91,NA,7,NA,3,NA,0,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T319H,Whitehills Health and Community Care Centre,Minor Injury Unit or Other,560,560,NA,560,560,NA,0,NA,0,NA,530,NA,29,NA,1,NA,0,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T320H,Pitlochry Community Hospital,Minor Injury Unit or Other,234,234,NA,232,232,NA,0,NA,0,NA,223,NA,11,NA,0,NA,0,NA,0,NA,FALSE
2017,06,S08000030,Tayside,T357C,NA,Minor Injury Unit or Other,410,410,NA,410,410,NA,0,NA,0,NA,398,NA,12,NA,0,NA,0,NA,0,NA,FALSE
2017,06,S08000028,Western Isles,W106H,St Brendans Cot Hospital,Minor Injury Unit or Other,54,NA,z,54,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,06,S08000028,Western Isles,W107H,Western Isles Hospital,Emergency Department,556,556,NA,554,554,NA,129,NA,0,NA,409,NA,8,NA,10,NA,0,NA,0,NA,FALSE
2017,06,S08000028,Western Isles,W108H,Uist & Barra Hospital,Minor Injury Unit or Other,149,149,NA,148,148,NA,21,NA,0,NA,126,NA,1,NA,1,NA,0,NA,0,NA,FALSE
2017,07,S08000015,Ayrshire and Arran,A101H,Arran War Memorial Hospital,Minor Injury Unit or Other,268,NA,z,267,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000015,Ayrshire and Arran,A110H,Lady Margaret Hospital,Minor Injury Unit or Other,84,NA,z,84,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000015,Ayrshire and Arran,A111H,University Hospital Crosshouse,Emergency Department,5769,5769,NA,5583,5583,NA,1869,NA,8,NA,3609,NA,43,NA,240,NA,19,NA,0,NA,FALSE
2017,07,S08000015,Ayrshire and Arran,A210H,University Hospital Ayr,Emergency Department,3235,3235,NA,3106,3106,NA,896,NA,7,NA,2137,NA,74,NA,121,NA,27,NA,8,NA,FALSE
2017,07,S08000015,Ayrshire and Arran,A216H,Girvan Community Hospital,Minor Injury Unit or Other,101,NA,z,101,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000016,Borders,B103H,The Knoll Hospital,Minor Injury Unit or Other,6,NA,z,6,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000016,Borders,B105H,Hawick Community  Hospital,Minor Injury Unit or Other,75,NA,z,75,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000016,Borders,B114H,Kelso Hospital,Minor Injury Unit or Other,7,NA,z,7,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000016,Borders,B118H,Hay Lodge Hospital,Minor Injury Unit or Other,51,NA,z,51,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000016,Borders,B120H,Borders General Hospital,Emergency Department,2514,2514,NA,2408,2408,NA,796,NA,3,NA,1552,NA,150,NA,13,NA,3,NA,0,NA,FALSE
2017,07,S08000017,Dumfries and Galloway,Y101H,Castle Douglas Community Hospital,Minor Injury Unit or Other,38,NA,z,38,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000017,Dumfries and Galloway,Y106H,Kirkcudbright Cottage Hospital,Minor Injury Unit or Other,41,NA,z,41,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000017,Dumfries and Galloway,Y109H,Moffat Community Hospital,Minor Injury Unit or Other,3,NA,z,3,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,NA,z,FALSE
2017,07,S08000017,Dumfries and Galloway,Y110H,Newton Stewart Hospital,Minor Injury Unit or Other,9,9,NA,9,9,NA,0,NA,0,NA,8,NA,1,NA,0,NA,0,NA,0,NA,FALSE
2017,07,S08000017,Dumfries and Galloway,Y144H,Galloway Community Hospital,Emergency Department,1101,1101,NA,1033,1033,NA,61,NA,0,NA,915,NA,94,NA,31,NA,1,NA,0,NA,FALSE
2017,07,S08000017,Dumfries and Galloway,Y146H,Dumfries & Galloway Royal Infirmary,Emergency Department,3296,3296,NA,3129,3129,NA,1201,NA,3,NA,1973,NA,68,NA,51,NA,4,NA,0,NA,FALSE
2017,07,S08000029,Fife,F704H,Victoria Hospital,Emergency Department,5493,5493,NA,5210,5210,NA,1542,NA,19,NA,3759,NA,106,NA,67,NA,9,NA,0,NA,FALSE
2017,07,S08000029,Fife,F708H,Adamson Hospital,Minor Injury Unit or Other,130,130,NA,130,130,NA,2,NA,0,NA,123,NA,2,NA,3,NA,0,NA,0,NA,FALSE
2017,07,S08000029,Fife,F709H,St Andrews Community Hospital,Minor Injury Unit or Other,296,296,NA,295,295,NA,1,NA,0,NA,287,NA,8,NA,0,NA,0,NA,0,NA,FALSE
2017,07,S08000029,Fife,F805H,Queen Margaret Hospital,Minor Injury Unit or Other,1749,1749,NA,1746,1746,NA,20,NA,0,NA,1551,NA,165,NA,13,NA,0,NA,0,NA,FALSE
