Quarter,QuarterQF,HB,HBQF,Location,LocationQF,Specialty,SpecialtyQF,SpecialtyName,SpecialtyNameQF,AllStaffedBeddays,AllStaffedBeddaysQF,TotalOccupiedBeddays,TotalOccupiedBeddaysQF,AverageAvailableStaffedBeds,AverageAvailableStaffedBedsQF,AverageOccupiedBeds,AverageOccupiedBedsQF,PercentageOccupancy,PercentageOccupancyQF
2022Q2,p,S08000016,,S08000016,d,,z,Women and Newborn Grouping,d,1336,,567,,14.68131868,,6.230769231,,42.44011976,
2021Q3,,S08000017,,Y146H,,C2,,Accident & Emergency,,1,,1,,0.010869565,,0.010869565,,100,
2021Q3,,S08000017,,S08000017,d,C2,,Accident & Emergency,,1,,1,,0.010869565,,0.010869565,,100,
2017Q2,,S08000017,,Y144H,,,z,All Acute,d,2853,,2095,,31.35164835,,23.02197802,,73.43147564,
2017Q2,,S08000017,,Y146H,,,z,All Acute,d,28151,,23060,,309.3516484,,253.4065934,,81.91538489,
2017Q2,,S08000017,,S08000017,d,,z,All Acute,d,36174,,29850,,397.5164835,,328.021978,,82.51783049,
2017Q3,,S08000017,,Y144H,,,z,All Acute,d,2505,,1599,,27.22826087,,17.38043478,,63.83233533,
2017Q3,,S08000017,,Y146H,,,z,All Acute,d,28136,,22129,,305.826087,,240.5326087,,78.65012795,
2017Q3,,S08000017,,S08000017,d,,z,All Acute,d,35032,,27620,,380.7826087,,300.2173913,,78.84220142,
2017Q4,,S08000017,,Y144H,,,z,All Acute,d,2182,,1356,,23.7173913,,14.73913043,,62.14482126,
2017Q4,,S08000017,,Y146H,,,z,All Acute,d,29833,,23260,,324.2717391,,252.826087,,77.96735159,
2017Q4,,S08000017,,S08000017,d,,z,All Acute,d,36336,,28692,,394.9565217,,311.8695652,,78.96301189,
2018Q1,,S08000017,,Y144H,,,z,All Acute,d,1634,,894,,18.15555556,,9.933333333,,54.7123623,
2018Q1,,S08000017,,Y146H,,,z,All Acute,d,26411,,24349,,293.4555556,,270.5444444,,92.192647,
2018Q1,,S08000017,,S08000017,d,,z,All Acute,d,32411,,29534,,360.1222222,,328.1555556,,91.12338404,
2018Q2,,S08000017,,Y144H,,,z,All Acute,d,2265,,1241,,24.89010989,,13.63736264,,54.79028698,
2018Q2,,S08000017,,Y146H,,,z,All Acute,d,25103,,22989,,275.8571429,,252.6263736,,91.57869577,
2018Q2,,S08000017,,S08000017,d,,z,All Acute,d,31739,,28503,,348.7802198,,313.2197802,,89.80434166,
2018Q3,,S08000017,,Y144H,,,z,All Acute,d,2308,,1320,,25.08695652,,14.34782609,,57.19237435,
2018Q3,,S08000017,,Y146H,,,z,All Acute,d,25817,,23308,,280.6195652,,253.3478261,,90.2815974,
2018Q3,,S08000017,,S08000017,d,,z,All Acute,d,32018,,28404,,348.0217391,,308.7391304,,88.71259916,
2018Q4,,S08000017,,Y144H,,,z,All Acute,d,2229,,1329,,24.22826087,,14.44565217,,59.62314939,
2018Q4,,S08000017,,Y146H,,,z,All Acute,d,25298,,22865,,274.9782609,,248.5326087,,90.38263894,
2018Q4,,S08000017,,S08000017,d,,z,All Acute,d,31976,,28537,,347.5652174,,310.1847826,,89.24505879,
2019Q1,,S08000017,,Y144H,,,z,All Acute,d,2126,,1338,,23.62222222,,14.86666667,,62.93508937,
2019Q1,,S08000017,,Y146H,,,z,All Acute,d,27321,,24654,,303.5666667,,273.9333333,,90.23827825,
2019Q1,,S08000017,,S08000017,d,,z,All Acute,d,33963,,30474,,377.3666667,,338.6,,89.72705591,
2019Q2,,S08000017,,Y144H,,,z,All Acute,d,2129,,1170,,23.3956044,,12.85714286,,54.95537811,
2019Q2,,S08000017,,Y146H,,,z,All Acute,d,27356,,24836,,300.6153846,,272.9230769,,90.78812692,
2019Q2,,S08000017,,S08000017,d,,z,All Acute,d,34061,,30535,,374.2967033,,335.5494505,,89.6479845,
2019Q3,,S08000017,,Y144H,,,z,All Acute,d,2364,,1225,,25.69565217,,13.31521739,,51.81895093,
2019Q3,,S08000017,,Y146H,,,z,All Acute,d,27247,,24657,,296.1630435,,268.0108696,,90.49436635,
2019Q3,,S08000017,,S08000017,d,,z,All Acute,d,34226,,30436,,372.0217391,,330.826087,,88.92654707,
2019Q4,,S08000017,,Y144H,,,z,All Acute,d,1943,,1147,,21.11956522,,12.4673913,,59.03242409,
2019Q4,,S08000017,,Y146H,,,z,All Acute,d,27677,,24873,,300.8369565,,270.3586957,,89.86884417,
2019Q4,,S08000017,,S08000017,d,,z,All Acute,d,34267,,30623,,372.4673913,,332.8586957,,89.3658622,
2020Q1,,S08000017,,Y144H,,,z,All Acute,d,2017,,1528,,22.16483516,,16.79120879,,75.75607338,
2020Q1,,S08000017,,Y146H,,,z,All Acute,d,25997,,23256,,285.6813187,,255.5604396,,89.45647575,
2020Q1,,S08000017,,S08000017,d,,z,All Acute,d,32568,,29251,,357.8901099,,321.4395604,,89.81515598,
2020Q2,,S08000017,,Y144H,,,z,All Acute,d,2460,,827,,27.03296703,,9.087912088,,33.61788618,
2020Q2,,S08000017,,Y146H,,,z,All Acute,d,22790,,15232,,250.4395604,,167.3846154,,66.83633172,
2020Q2,,S08000017,,S08000017,d,,z,All Acute,d,29382,,18643,,322.8791209,,204.8681319,,63.45041182,
2020Q3,,S08000017,,Y144H,,,z,All Acute,d,1872,,878,,20.34782609,,9.543478261,,46.9017094,
2020Q3,,S08000017,,Y146H,,,z,All Acute,d,24515,,21774,,266.4673913,,236.673913,,88.81909035,
2020Q3,,S08000017,,S08000017,d,,z,All Acute,d,32372,,26026,,351.8695652,,282.8913043,,80.39663907,
2020Q4,,S08000017,,Y144H,,,z,All Acute,d,2063,,691,,22.42391304,,7.510869565,,33.49491032,
2020Q4,,S08000017,,Y146H,,,z,All Acute,d,24664,,22107,,268.0869565,,240.2934783,,89.63266299,
2020Q4,,S08000017,,S08000017,d,,z,All Acute,d,30487,,25679,,331.3804348,,279.1195652,,84.22934365,
2021Q1,,S08000017,,Y144H,,,z,All Acute,d,1483,,520,,16.47777778,,5.777777778,,35.06405934,
2021Q1,,S08000017,,Y146H,,,z,All Acute,d,24268,,21531,,269.6444444,,239.2333333,,88.72177353,
2021Q1,,S08000017,,S08000017,d,,z,All Acute,d,27215,,23420,,302.3888889,,260.2222222,,86.05548411,
2021Q2,,S08000017,,Y144H,,,z,All Acute,d,911,,167,,10.01098901,,1.835164835,,18.33150384,
2021Q2,,S08000017,,Y146H,,,z,All Acute,d,24895,,22846,,273.5714286,,251.0549451,,91.76943161,
2021Q2,,S08000017,,S08000017,d,,z,All Acute,d,27127,,24302,,298.0989011,,267.0549451,,89.58602131,
2021Q3,,S08000017,,Y144H,,,z,All Acute,d,403,,56,,4.380434783,,0.608695652,,13.89578164,
2021Q3,,S08000017,,Y146H,,,z,All Acute,d,26722,,24500,,290.4565217,,266.3043478,,91.68475414,
2021Q3,,S08000017,,S08000017,d,,z,All Acute,d,28413,,25834,,308.8369565,,280.8043478,,90.92316897,
2021Q4,,S08000017,,Y144H,,,z,All Acute,d,453,,69,,4.923913043,,0.75,,15.23178808,
2021Q4,,S08000017,,Y146H,,,z,All Acute,d,27832,,25151,,302.5217391,,273.3804348,,90.36720322,
2021Q4,,S08000017,,S08000017,d,,z,All Acute,d,29875,,26542,,324.7282609,,288.5,,88.84351464,
2022Q1,,S08000017,,Y144H,,,z,All Acute,d,438,,11,,4.866666667,,0.122222222,,2.511415525,
2022Q1,,S08000017,,Y146H,,,z,All Acute,d,27282,,24500,,303.1333333,,272.2222222,,89.80280038,
2022Q1,,S08000017,,S08000017,d,,z,All Acute,d,28988,,25773,,322.0888889,,286.3666667,,88.90920381,
2022Q2,p,S08000017,,Y144H,,,z,All Acute,d,424,,112,,4.659340659,,1.230769231,,26.41509434,
2022Q2,p,S08000017,,Y146H,,,z,All Acute,d,28396,,25425,,312.043956,,279.3956044,,89.53725877,
2022Q2,p,S08000017,,S08000017,d,,z,All Acute,d,30123,,26828,,331.021978,,294.8131868,,89.06151446,
2017Q2,,S08000017,,Y144H,,Z9,d,All Specialties,d,4368,,3280,,48,,36.04395604,,75.09157509,
2017Q2,,S08000017,,Y146H,,Z9,d,All Specialties,d,34610,,25272,,380.3296703,,277.7142857,,73.01935857,
2017Q2,,S08000017,,S08000017,d,Z9,d,All Specialties,d,60854,,43510,,668.7252747,,478.1318681,,71.4989976,
2017Q3,,S08000017,,Y144H,,Z9,d,All Specialties,d,4277,,2785,,46.48913043,,30.27173913,,65.11573533,
2017Q3,,S08000017,,Y146H,,Z9,d,All Specialties,d,33839,,24149,,367.8152174,,262.4891304,,71.36440202,
2017Q3,,S08000017,,S08000017,d,Z9,d,All Specialties,d,59532,,41406,,647.0869565,,450.0652174,,69.55250957,
2017Q4,,S08000017,,Y144H,,Z9,d,All Specialties,d,4395,,3223,,47.77173913,,35.0326087,,73.33333333,
2017Q4,,S08000017,,Y146H,,Z9,d,All Specialties,d,36412,,25419,,395.7826087,,276.2934783,,69.80940349,
2017Q4,,S08000017,,S08000017,d,Z9,d,All Specialties,d,62198,,42845,,676.0652174,,465.7065217,,68.8848516,
2018Q1,,S08000017,,Y144H,,Z9,d,All Specialties,d,4296,,3429,,47.73333333,,38.1,,79.81843575,
2018Q1,,S08000017,,Y146H,,Z9,d,All Specialties,d,33285,,26619,,369.8333333,,295.7666667,,79.97296079,
2018Q1,,S08000017,,S08000017,d,Z9,d,All Specialties,d,58967,,44662,,655.1888889,,496.2444444,,75.74066851,
2018Q2,,S08000017,,Y144H,,Z9,d,All Specialties,d,4322,,2914,,47.49450549,,32.02197802,,67.42248959,
2018Q2,,S08000017,,Y146H,,Z9,d,All Specialties,d,33064,,24968,,363.3406593,,274.3736264,,75.51415437,
2018Q2,,S08000017,,S08000017,d,Z9,d,All Specialties,d,58834,,42410,,646.5274725,,466.043956,,72.08416902,
2018Q3,,S08000017,,Y144H,,Z9,d,All Specialties,d,4413,,3185,,47.9673913,,34.61956522,,72.17312486,
2018Q3,,S08000017,,Y146H,,Z9,d,All Specialties,d,33515,,25323,,364.2934783,,275.25,,75.55721319,
2018Q3,,S08000017,,S08000017,d,Z9,d,All Specialties,d,58956,,43012,,640.826087,,467.5217391,,72.95610286,
2018Q4,,S08000017,,Y144H,,Z9,d,All Specialties,d,4411,,3323,,47.94565217,,36.11956522,,75.33439129,
2018Q4,,S08000017,,Y146H,,Z9,d,All Specialties,d,34451,,24819,,374.4673913,,269.7717391,,72.04145018,
2018Q4,,S08000017,,S08000017,d,Z9,d,All Specialties,d,60114,,43800,,653.4130435,,476.0869565,,72.86156303,
2019Q1,,S08000017,,Y144H,,Z9,d,All Specialties,d,4314,,3311,,47.93333333,,36.78888889,,76.7501159,
2019Q1,,S08000017,,Y146H,,Z9,d,All Specialties,d,34337,,27093,,381.5222222,,301.0333333,,78.90322393,
2019Q1,,S08000017,,S08000017,d,Z9,d,All Specialties,d,59547,,46146,,661.6333333,,512.7333333,,77.49508791,
2019Q2,,S08000017,,Y144H,,Z9,d,All Specialties,d,4365,,3134,,47.96703297,,34.43956044,,71.79839633,
2019Q2,,S08000017,,Y146H,,Z9,d,All Specialties,d,34589,,26764,,380.0989011,,294.1098901,,77.37720084,
2019Q2,,S08000017,,S08000017,d,Z9,d,All Specialties,d,59817,,45667,,657.3296703,,501.8351648,,76.34451744,
2019Q3,,S08000017,,Y144H,,Z9,d,All Specialties,d,4413,,3111,,47.9673913,,33.81521739,,70.49626105,
2019Q3,,S08000017,,Y146H,,Z9,d,All Specialties,d,35180,,26725,,382.3913043,,290.4891304,,75.96645821,
2019Q3,,S08000017,,S08000017,d,Z9,d,All Specialties,d,60681,,46074,,659.576087,,500.8043478,,75.92821476,
2019Q4,,S08000017,,Y144H,,Z9,d,All Specialties,d,4408,,3313,,47.91304348,,36.01086957,,75.15880218,
2019Q4,,S08000017,,Y146H,,Z9,d,All Specialties,d,35235,,27131,,382.9891304,,294.9021739,,77.0001419,
2019Q4,,S08000017,,S08000017,d,Z9,d,All Specialties,d,60682,,46459,,659.5869565,,504.9891304,,76.56141854,
2020Q1,,S08000017,,Y144H,,Z9,d,All Specialties,d,4368,,3436,,48,,37.75824176,,78.66300366,
2020Q1,,S08000017,,Y146H,,Z9,d,All Specialties,d,34913,,25284,,383.6593407,,277.8461538,,72.42001547,
2020Q1,,S08000017,,S08000017,d,Z9,d,All Specialties,d,59946,,44334,,658.7472527,,487.1868132,,73.9565609,
2020Q2,,S08000017,,Y144H,,Z9,d,All Specialties,d,4368,,2235,,48,,24.56043956,,51.16758242,
2020Q2,,S08000017,,Y146H,,Z9,d,All Specialties,d,34442,,16509,,378.4835165,,181.4175824,,47.93275652,
2020Q2,,S08000017,,S08000017,d,Z9,d,All Specialties,d,56920,,27088,,625.4945055,,297.6703297,,47.58959944,
2020Q3,,S08000017,,Y144H,,Z9,d,All Specialties,d,4335,,2885,,47.11956522,,31.35869565,,66.55132641,
2020Q3,,S08000017,,Y146H,,Z9,d,All Specialties,d,34554,,23550,,375.5869565,,255.9782609,,68.15419344,
2020Q3,,S08000017,,S08000017,d,Z9,d,All Specialties,d,58706,,36727,,638.1086957,,399.2065217,,62.56089667,
2020Q4,,S08000017,,Y144H,,Z9,d,All Specialties,d,4381,,2724,,47.61956522,,29.60869565,,62.17758503,
2020Q4,,S08000017,,Y146H,,Z9,d,All Specialties,d,36492,,24114,,396.6521739,,262.1086957,,66.08023676,
2020Q4,,S08000017,,S08000017,d,Z9,d,All Specialties,d,60016,,37533,,652.3478261,,407.9673913,,62.53832311,
2021Q1,,S08000017,,Y144H,,Z9,d,All Specialties,d,3597,,2233,,39.96666667,,24.81111111,,62.0795107,
2021Q1,,S08000017,,Y146H,,Z9,d,All Specialties,d,33848,,22934,,376.0888889,,254.8222222,,67.75584968,
2021Q1,,S08000017,,S08000017,d,Z9,d,All Specialties,d,58191,,37147,,646.5666667,,412.7444444,,63.83633208,
2021Q2,,S08000017,,Y144H,,Z9,d,All Specialties,d,4148,,3222,,45.58241758,,35.40659341,,77.67598843,
2021Q2,,S08000017,,Y146H,,Z9,d,All Specialties,d,34361,,24670,,377.5934066,,271.0989011,,71.79651349,
2021Q2,,S08000017,,S08000017,d,Z9,d,All Specialties,d,59275,,40199,,651.3736264,,441.7472527,,67.8177984,
2021Q3,,S08000017,,Y144H,,Z9,d,All Specialties,d,4404,,3367,,47.86956522,,36.59782609,,76.45322434,
2021Q3,,S08000017,,Y146H,,Z9,d,All Specialties,d,35395,,26361,,384.7282609,,286.5326087,,74.47662099,
2021Q3,,S08000017,,S08000017,d,Z9,d,All Specialties,d,59244,,42178,,643.9565217,,458.4565217,,71.19370738,
2021Q4,,S08000017,,Y144H,,Z9,d,All Specialties,d,4581,,3826,,49.79347826,,41.58695652,,83.51888234,
2021Q4,,S08000017,,Y146H,,Z9,d,All Specialties,d,36468,,27231,,396.3913043,,295.9891304,,74.67094439,
2021Q4,,S08000017,,S08000017,d,Z9,d,All Specialties,d,62571,,44880,,680.1195652,,487.826087,,71.72651867,
2022Q1,,S08000017,,Y144H,,Z9,d,All Specialties,d,4168,,3003,,46.31111111,,33.36666667,,72.04894434,
2022Q1,,S08000017,,Y146H,,Z9,d,All Specialties,d,35687,,26506,,396.5222222,,294.5111111,,74.27354499,
2022Q1,,S08000017,,S08000017,d,Z9,d,All Specialties,d,60162,,42386,,668.4666667,,470.9555556,,70.45310994,
2022Q2,p,S08000017,,Y144H,,Z9,d,All Specialties,d,4446,,3453,,48.85714286,,37.94505495,,77.66531714,
2022Q2,p,S08000017,,Y146H,,Z9,d,All Specialties,d,36342,,27583,,399.3626374,,303.1098901,,75.89840955,
2022Q2,p,S08000017,,S08000017,d,Z9,d,All Specialties,d,61914,,44824,,680.3736264,,492.5714286,,72.39719611,
2017Q2,,S08000017,,Y146H,,C3,,Anaesthetics,,9,,9,,0.098901099,,0.098901099,,100,
2017Q2,,S08000017,,S08000017,d,C3,,Anaesthetics,,9,,9,,0.098901099,,0.098901099,,100,
2017Q3,,S08000017,,Y146H,,C3,,Anaesthetics,,4,,4,,0.043478261,,0.043478261,,100,
2017Q3,,S08000017,,S08000017,d,C3,,Anaesthetics,,4,,4,,0.043478261,,0.043478261,,100,
2017Q4,,S08000017,,Y146H,,C3,,Anaesthetics,,13,,13,,0.141304348,,0.141304348,,100,
2017Q4,,S08000017,,S08000017,d,C3,,Anaesthetics,,13,,13,,0.141304348,,0.141304348,,100,
2018Q1,,S08000017,,Y146H,,C3,,Anaesthetics,,59,,59,,0.655555556,,0.655555556,,100,
2018Q1,,S08000017,,S08000017,d,C3,,Anaesthetics,,59,,59,,0.655555556,,0.655555556,,100,
2018Q2,,S08000017,,Y146H,,C3,,Anaesthetics,,86,,86,,0.945054945,,0.945054945,,100,
2018Q2,,S08000017,,S08000017,d,C3,,Anaesthetics,,86,,86,,0.945054945,,0.945054945,,100,
2018Q3,,S08000017,,Y146H,,C3,,Anaesthetics,,51,,51,,0.554347826,,0.554347826,,100,
2018Q3,,S08000017,,S08000017,d,C3,,Anaesthetics,,51,,51,,0.554347826,,0.554347826,,100,
2018Q4,,S08000017,,Y146H,,C3,,Anaesthetics,,12,,12,,0.130434783,,0.130434783,,100,
2018Q4,,S08000017,,S08000017,d,C3,,Anaesthetics,,12,,12,,0.130434783,,0.130434783,,100,
2019Q1,,S08000017,,Y146H,,C3,,Anaesthetics,,19,,19,,0.211111111,,0.211111111,,100,
2019Q1,,S08000017,,S08000017,d,C3,,Anaesthetics,,19,,19,,0.211111111,,0.211111111,,100,
2019Q2,,S08000017,,Y146H,,C3,,Anaesthetics,,4,,4,,0.043956044,,0.043956044,,100,
2019Q2,,S08000017,,S08000017,d,C3,,Anaesthetics,,4,,4,,0.043956044,,0.043956044,,100,
2019Q3,,S08000017,,Y146H,,C3,,Anaesthetics,,13,,13,,0.141304348,,0.141304348,,100,
2019Q3,,S08000017,,S08000017,d,C3,,Anaesthetics,,13,,13,,0.141304348,,0.141304348,,100,
2019Q4,,S08000017,,Y146H,,C3,,Anaesthetics,,71,,71,,0.77173913,,0.77173913,,100,
2019Q4,,S08000017,,S08000017,d,C3,,Anaesthetics,,71,,71,,0.77173913,,0.77173913,,100,
2020Q1,,S08000017,,Y146H,,C3,,Anaesthetics,,21,,21,,0.230769231,,0.230769231,,100,
2020Q1,,S08000017,,S08000017,d,C3,,Anaesthetics,,21,,21,,0.230769231,,0.230769231,,100,
2020Q2,,S08000017,,Y146H,,C3,,Anaesthetics,,40,,40,,0.43956044,,0.43956044,,100,
2020Q2,,S08000017,,S08000017,d,C3,,Anaesthetics,,40,,40,,0.43956044,,0.43956044,,100,
2020Q3,,S08000017,,Y146H,,C3,,Anaesthetics,,32,,32,,0.347826087,,0.347826087,,100,
2020Q3,,S08000017,,S08000017,d,C3,,Anaesthetics,,32,,32,,0.347826087,,0.347826087,,100,
2020Q4,,S08000017,,Y146H,,C3,,Anaesthetics,,48,,48,,0.52173913,,0.52173913,,100,
2020Q4,,S08000017,,S08000017,d,C3,,Anaesthetics,,48,,48,,0.52173913,,0.52173913,,100,
2021Q1,,S08000017,,Y146H,,C3,,Anaesthetics,,99,,99,,1.1,,1.1,,100,
2021Q1,,S08000017,,S08000017,d,C3,,Anaesthetics,,99,,99,,1.1,,1.1,,100,
2021Q2,,S08000017,,Y146H,,C3,,Anaesthetics,,58,,58,,0.637362637,,0.637362637,,100,
2021Q2,,S08000017,,S08000017,d,C3,,Anaesthetics,,58,,58,,0.637362637,,0.637362637,,100,
2021Q3,,S08000017,,Y146H,,C3,,Anaesthetics,,84,,84,,0.913043478,,0.913043478,,100,
2021Q3,,S08000017,,S08000017,d,C3,,Anaesthetics,,84,,84,,0.913043478,,0.913043478,,100,
2021Q4,,S08000017,,Y146H,,C3,,Anaesthetics,,81,,81,,0.880434783,,0.880434783,,100,
2021Q4,,S08000017,,S08000017,d,C3,,Anaesthetics,,81,,81,,0.880434783,,0.880434783,,100,
2022Q1,,S08000017,,Y146H,,C3,,Anaesthetics,,70,,70,,0.777777778,,0.777777778,,100,
2022Q1,,S08000017,,S08000017,d,C3,,Anaesthetics,,70,,70,,0.777777778,,0.777777778,,100,
2022Q2,p,S08000017,,Y146H,,C3,,Anaesthetics,,81,,81,,0.89010989,,0.89010989,,100,
2022Q2,p,S08000017,,S08000017,d,C3,,Anaesthetics,,81,,81,,0.89010989,,0.89010989,,100,
2017Q2,,S08000017,,Y144H,,A2,,Cardiology,,17,,17,,0.186813187,,0.186813187,,100,
2017Q2,,S08000017,,Y146H,,A2,,Cardiology,,1574,,1574,,17.2967033,,17.2967033,,100,
2017Q2,,S08000017,,S08000017,d,A2,,Cardiology,,1591,,1591,,17.48351648,,17.48351648,,100,
2017Q3,,S08000017,,Y144H,,A2,,Cardiology,,14,,14,,0.152173913,,0.152173913,,100,
2017Q3,,S08000017,,Y146H,,A2,,Cardiology,,1705,,1705,,18.5326087,,18.5326087,,100,
2017Q3,,S08000017,,S08000017,d,A2,,Cardiology,,1719,,1719,,18.68478261,,18.68478261,,100,
2017Q4,,S08000017,,Y146H,,A2,,Cardiology,,1700,,1700,,18.47826087,,18.47826087,,100,
2017Q4,,S08000017,,S08000017,d,A2,,Cardiology,,1700,,1700,,18.47826087,,18.47826087,,100,
2018Q1,,S08000017,,Y144H,,A2,,Cardiology,,13,,13,,0.144444444,,0.144444444,,100,
2018Q1,,S08000017,,Y146H,,A2,,Cardiology,,1203,,1203,,13.36666667,,13.36666667,,100,
2018Q1,,S08000017,,S08000017,d,A2,,Cardiology,,1216,,1216,,13.51111111,,13.51111111,,100,
2018Q2,,S08000017,,Y146H,,A2,,Cardiology,,1566,,1566,,17.20879121,,17.20879121,,100,
2018Q2,,S08000017,,S08000017,d,A2,,Cardiology,,1566,,1566,,17.20879121,,17.20879121,,100,
2018Q3,,S08000017,,Y146H,,A2,,Cardiology,,1811,,1811,,19.68478261,,19.68478261,,100,
2018Q3,,S08000017,,S08000017,d,A2,,Cardiology,,1811,,1811,,19.68478261,,19.68478261,,100,
2018Q4,,S08000017,,Y146H,,A2,,Cardiology,,1671,,1671,,18.16304348,,18.16304348,,100,
2018Q4,,S08000017,,S08000017,d,A2,,Cardiology,,1671,,1671,,18.16304348,,18.16304348,,100,
2019Q1,,S08000017,,Y146H,,A2,,Cardiology,,1625,,1625,,18.05555556,,18.05555556,,100,
2019Q1,,S08000017,,S08000017,d,A2,,Cardiology,,1625,,1625,,18.05555556,,18.05555556,,100,
2019Q2,,S08000017,,Y144H,,A2,,Cardiology,,7,,7,,0.076923077,,0.076923077,,100,
2019Q2,,S08000017,,Y146H,,A2,,Cardiology,,1903,,1903,,20.91208791,,20.91208791,,100,
2019Q2,,S08000017,,S08000017,d,A2,,Cardiology,,1910,,1910,,20.98901099,,20.98901099,,100,
2019Q3,,S08000017,,Y144H,,A2,,Cardiology,,28,,28,,0.304347826,,0.304347826,,100,
2019Q3,,S08000017,,Y146H,,A2,,Cardiology,,1598,,1598,,17.36956522,,17.36956522,,100,
2019Q3,,S08000017,,S08000017,d,A2,,Cardiology,,1626,,1626,,17.67391304,,17.67391304,,100,
2019Q4,,S08000017,,Y144H,,A2,,Cardiology,,23,,23,,0.25,,0.25,,100,
2019Q4,,S08000017,,Y146H,,A2,,Cardiology,,1332,,1332,,14.47826087,,14.47826087,,100,
2019Q4,,S08000017,,S08000017,d,A2,,Cardiology,,1355,,1355,,14.72826087,,14.72826087,,100,
2020Q1,,S08000017,,Y146H,,A2,,Cardiology,,1145,,1145,,12.58241758,,12.58241758,,100,
2020Q1,,S08000017,,S08000017,d,A2,,Cardiology,,1145,,1145,,12.58241758,,12.58241758,,100,
2020Q2,,S08000017,,Y146H,,A2,,Cardiology,,983,,983,,10.8021978,,10.8021978,,100,
2020Q2,,S08000017,,S08000017,d,A2,,Cardiology,,983,,983,,10.8021978,,10.8021978,,100,
2020Q3,,S08000017,,Y146H,,A2,,Cardiology,,1468,,1468,,15.95652174,,15.95652174,,100,
2020Q3,,S08000017,,S08000017,d,A2,,Cardiology,,1468,,1468,,15.95652174,,15.95652174,,100,
2020Q4,,S08000017,,Y146H,,A2,,Cardiology,,1300,,1300,,14.13043478,,14.13043478,,100,
2020Q4,,S08000017,,S08000017,d,A2,,Cardiology,,1300,,1300,,14.13043478,,14.13043478,,100,
2021Q1,,S08000017,,Y146H,,A2,,Cardiology,,1144,,1144,,12.71111111,,12.71111111,,100,
2021Q1,,S08000017,,S08000017,d,A2,,Cardiology,,1144,,1144,,12.71111111,,12.71111111,,100,
2021Q2,,S08000017,,Y146H,,A2,,Cardiology,,1654,,1654,,18.17582418,,18.17582418,,100,
2021Q2,,S08000017,,S08000017,d,A2,,Cardiology,,1654,,1654,,18.17582418,,18.17582418,,100,
2021Q3,,S08000017,,Y146H,,A2,,Cardiology,,1653,,1653,,17.9673913,,17.9673913,,100,
2021Q3,,S08000017,,S08000017,d,A2,,Cardiology,,1653,,1653,,17.9673913,,17.9673913,,100,
2021Q4,,S08000017,,Y146H,,A2,,Cardiology,,1277,,1277,,13.88043478,,13.88043478,,100,
2021Q4,,S08000017,,S08000017,d,A2,,Cardiology,,1277,,1277,,13.88043478,,13.88043478,,100,
2022Q1,,S08000017,,Y146H,,A2,,Cardiology,,1181,,1181,,13.12222222,,13.12222222,,100,
2022Q1,,S08000017,,S08000017,d,A2,,Cardiology,,1181,,1181,,13.12222222,,13.12222222,,100,
2022Q2,p,S08000017,,Y146H,,A2,,Cardiology,,1191,,1191,,13.08791209,,13.08791209,,100,
2022Q2,p,S08000017,,S08000017,d,A2,,Cardiology,,1191,,1191,,13.08791209,,13.08791209,,100,
2017Q3,,S08000017,,Y146H,,H2,,Clinical Oncology,,2,,2,,0.02173913,,0.02173913,,100,
2017Q3,,S08000017,,S08000017,d,H2,,Clinical Oncology,,2,,2,,0.02173913,,0.02173913,,100,
2018Q3,,S08000017,,Y146H,,H2,,Clinical Oncology,,7,,7,,0.076086957,,0.076086957,,100,
2018Q3,,S08000017,,S08000017,d,H2,,Clinical Oncology,,7,,7,,0.076086957,,0.076086957,,100,
2018Q4,,S08000017,,Y146H,,H2,,Clinical Oncology,,6,,6,,0.065217391,,0.065217391,,100,
2018Q4,,S08000017,,S08000017,d,H2,,Clinical Oncology,,6,,6,,0.065217391,,0.065217391,,100,
2019Q1,,S08000017,,Y146H,,H2,,Clinical Oncology,,4,,4,,0.044444444,,0.044444444,,100,
2019Q1,,S08000017,,S08000017,d,H2,,Clinical Oncology,,4,,4,,0.044444444,,0.044444444,,100,
2020Q1,,S08000017,,Y146H,,H2,,Clinical Oncology,,1,,1,,0.010989011,,0.010989011,,100,
2020Q1,,S08000017,,S08000017,d,H2,,Clinical Oncology,,1,,1,,0.010989011,,0.010989011,,100,
2017Q2,,S08000017,,Y146H,,D1,,Community Dental Practice,,2,,2,,0.021978022,,0.021978022,,100,
2017Q2,,S08000017,,S08000017,d,D1,,Community Dental Practice,,2,,2,,0.021978022,,0.021978022,,100,
2017Q3,,S08000017,,Y146H,,D1,,Community Dental Practice,,2,,2,,0.02173913,,0.02173913,,100,
2017Q3,,S08000017,,S08000017,d,D1,,Community Dental Practice,,2,,2,,0.02173913,,0.02173913,,100,
2017Q4,,S08000017,,Y146H,,D1,,Community Dental Practice,,1,,1,,0.010869565,,0.010869565,,100,
2017Q4,,S08000017,,S08000017,d,D1,,Community Dental Practice,,1,,1,,0.010869565,,0.010869565,,100,
2018Q1,,S08000017,,Y146H,,D1,,Community Dental Practice,,1,,1,,0.011111111,,0.011111111,,100,
2018Q1,,S08000017,,S08000017,d,D1,,Community Dental Practice,,1,,1,,0.011111111,,0.011111111,,100,
2018Q2,,S08000017,,Y146H,,D1,,Community Dental Practice,,3,,3,,0.032967033,,0.032967033,,100,
